Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
§­êng M«n Phi Tiªu - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	718	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	719	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
C¸i Bang C«n - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	720	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	721	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn NhÉn Ma - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	722	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Vâ §ang Khİ - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	723	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Vâ §ang KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	724	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
C«n Lu©n §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	725	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
C«n Lu©n KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	726	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	727	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m C«n - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	728	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	729	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	730	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	731	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	732	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Nga My KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	733	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Nga My Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	734	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thóy Yªn §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	735	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thóy Yªn Néi - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	736	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	737	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Ngò §éc §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	738	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	739	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	740	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi Tiªu - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	741	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	742	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang C«n - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	743	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	744	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn Ma - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	745	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang Khİ - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	746	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	747	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	748	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	749	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	750	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m C«n - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	751	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	752	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	753	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	754	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	755	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Nga My KiÕm - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	756	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Nga My Ch­ëng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	757	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thóy Yªn §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	758	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thóy Yªn Néi - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	759	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	760	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Ngò §éc §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	761	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	762	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	763	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi Tiªu - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	764	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	765	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang C«n - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	766	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	767	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn Ma - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	768	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang Khİ - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	769	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang KiÕm - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	770	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	771	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n KiÕm - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	772	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	773	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
ThiÕu L©m C«n - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	774	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
ThiÕu L©m §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	775	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	776	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	777	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	778	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Nga My KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	779	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Nga My Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	780	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thóy Yªn §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	781	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thóy Yªn Néi - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	782	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	783	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Ngò §éc §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	784	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	785	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	786	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
